Song Name,Blues,Classical,Country,Electronic,Hip-Hop,Jazz,Metal,Pop,Reggae,Rock
When Will The Blues Leave _by_ Ornette Coleman,3.3511057,-1.6602366,-2.1173213,0.54053116,1.4968228,10.960096,-4.355027,0.93901247,-0.3852312,0.011358568
You Are Too Beautiful _by_ John Coltrane,10.117548,5.5024734,-7.8229094,-0.18646125,5.0530453,28.902071,-1.6038845,-0.018160243,10.096181,-3.9677818
You Go To My Head _by_ Billie Holiday,5.4303474,-1.2765971,-4.1921167,-0.12214908,1.5908449,15.454839,-5.4223056,0.6670671,-0.9288646,0.9078922
2 Minutes to Midnight - 2015 Remaster _by_ Iron Maiden,4.657858,-3.0541203,1.8533368,-3.7195978,-3.8210754,-3.091535,11.210111,-3.024607,-1.0028614,6.7285705
72 Seasons _by_ Metallic,0.7905015,-4.7483773,6.2072134,2.5765173,2.87265,-3.862972,11.887975,2.300641,-3.0557132,5.644228
A Little Piece of Heaven _by_ Avenged Sevenfold,3.1296031,-2.17035,4.9347963,-0.057465374,-2.3239493,-1.8288318,11.987144,-1.3017535,-2.7126184,5.4545236
Ace of Spades _by_ Motorhead,3.6694784,-1.535371,4.0086327,-3.7749798,-4.0731454,-2.9474497,12.212496,-3.4051971,-2.653017,8.282986
Aces High - 2015 Remaster _by_ Iron Maiden,6.111835,-0.16038099,3.152073,-6.2709556,-6.8267813,-2.9615974,11.901477,-4.523128,-3.2854333,7.736972
Afterlife _by_ Avenged Sevenfold,0.6145825,-3.5695393,7.984913,2.4429762,-3.0137742,-5.4338293,14.689467,4.150443,-1.2416481,4.594618
Amazonia _by_ Gojir,2.1294825,-2.2400568,4.138237,-0.61822456,-2.1506956,-2.8621328,9.620265,-0.2679474,-2.8642995,5.608762
Angel _by_ Judas Priest,3.3030083,-1.8971995,3.7006848,-3.7060215,-1.672086,-1.4257565,10.043846,-0.75493866,-1.8988183,4.2725034
Another World _by_ Gojir,3.1732855,-2.4686666,4.4427085,0.039512336,-2.2720757,-4.2109976,11.4113245,-0.8823692,-3.0340111,6.277354
Bat Country _by_ Avenged Sevenfold,2.9089153,-4.3815055,5.253305,0.11070651,-1.0339822,-1.6226503,12.087773,-1.8664864,-1.5126125,6.502827
Bismarck _by_ Sabaton,1.5617874,-5.1806965,2.4661937,0.46840018,0.45614424,-1.6176734,9.836147,1.3821615,-1.5917344,4.4645853
Born in Winter _by_ Gojir,0.807335,-3.9553933,5.1483026,3.3096929,0.30361062,-2.9762473,8.681487,2.0796037,-1.8989077,4.7020164
Breaking the Law _by_ Judas Priest,5.0091577,-0.65716136,2.378118,-3.809117,-6.3856196,-3.794763,12.960968,-3.1245966,-2.3997073,8.060123
Crystal Mountain _by_ Death,2.4832363,-3.3671753,2.1097815,-0.04147464,-0.7268798,-5.1114383,14.12758,-1.8389846,-0.94278854,8.973698
Dear God _by_ Avenged Sevenfold,1.7874491,-3.1158938,3.4906225,0.15668362,-0.9839656,-1.569184,10.267146,1.5726966,-1.7640536,2.6610649
Devotion (Blood for Ink) _by_ Horrendous,1.3401607,-3.5351899,3.030767,0.04596418,0.11117688,-3.3225434,10.418813,-0.41635522,-1.0207686,5.5163245
Electric Eye _by_ Judas Priest,5.079479,0.3916863,2.1307173,-4.646703,-5.4636626,-3.613466,14.040634,-5.0810375,-3.059169,8.922918
Enter Sandman (Remastered) _by_ Metallic,1.759376,-3.698742,3.0224476,-0.82193285,-1.7993139,-5.126299,11.245185,0.5835465,0.09059297,5.633312
Fear of the Dark - 2015 Remaster _by_ Iron Maiden,3.41818,-5.668009,5.2034225,3.0528657,-0.40083188,-2.7566268,11.598815,0.36658916,-3.0867307,9.110786
Find a Way or Make One _by_ Amon Amarth,1.5488675,-4.0046134,3.7301514,1.175909,-1.4524958,-4.042719,9.8463,2.1965013,0.5331161,2.4159775
Flesh and the Power It Holds _by_ Death,3.5617805,-2.418646,2.596443,-1.3041195,-2.1418993,-0.5919369,8.823727,-2.247559,-1.6931552,5.3530416
Flight of Icarus - 2015 Remaster _by_ Iron Maiden,2.6475267,-2.1671612,4.958156,-2.2208388,-3.6627731,-1.3492845,10.429487,0.39844266,-3.1047325,4.48753
Flying Whales _by_ Gojir,2.3740902,-5.1371837,7.54842,4.623014,1.1397872,-4.908109,14.121885,1.8084556,-3.124408,8.183952
For Whom The Bell Tolls (Remastered) _by_ Metallic,3.3126466,-2.8060052,3.009969,-2.9983108,-2.185397,-1.7404503,9.917467,-1.3262829,-2.995771,5.718314
Get in the Ring _by_ Amon Amarth,3.3639708,-3.5823596,4.087683,0.11915845,-1.3941712,-4.69025,14.259852,-0.76957524,-2.932557,5.449761
Ghost Division _by_ Sabaton,0.87395304,-4.46522,6.0082564,3.9518175,2.2550387,-3.3888817,11.696138,2.449555,-2.2281,4.814246
God Was Never on Your Side _by_ Motorhead,5.9752054,1.3351349,5.430279,-4.7279706,-6.1191874,-2.716671,17.533829,-4.7886615,-5.5392227,9.2199135
Golgothan Tongues _by_ Horrendous,2.415275,-3.4160655,2.9210095,-0.43206304,-0.6601981,-3.3853881,10.78976,-0.037942607,-2.117769,7.004424
Guardians Of Asgaard _by_ Amon Amarth,3.2150445,-5.0813174,5.3681207,3.8821936,-1.4240369,-5.6303563,12.035566,-0.097502425,0.42301613,7.3639274
Hail to the King _by_ Avenged Sevenfold,2.6795888,-2.6897871,3.2851024,-0.014366089,-0.08140215,-1.9454898,9.051019,-3.029538,-0.9005986,5.6520953
Hallowed Be Thy Name - 2015 Remaster _by_ Iron Maiden,4.009411,-1.137452,1.5558082,-1.4369757,-3.9853723,-3.6541934,10.238232,-2.0118194,-1.9065404,6.142161
Heading Out to the Highway _by_ Judas Priest,5.202881,2.2700136,5.1101856,-3.23976,-5.676839,-3.1998208,14.426163,-5.7937765,-4.4086075,7.3040824
Hellraiser - 30th Anniversary Edition _by_ Ozzy Osbourne,2.8642972,-2.4885757,3.0900693,-1.0483158,-3.3627152,-3.4535751,10.876958,-2.2961564,-0.36289167,5.753143
Hellraiser _by_ Motorhead,2.5479198,-2.451653,3.7315564,-1.7279954,-1.2753725,-2.497646,11.045589,-2.4828415,-1.7681061,6.159878
If Darkness Had a Son _by_ Metallic,1.2290783,-4.1935654,5.285742,3.415081,2.9724617,-3.3312755,9.981309,2.2597458,-2.1036656,3.2798998
In the Name of Tragedy _by_ Motorhead,4.4574356,-0.4641463,3.6878414,-4.214813,-4.6033626,-3.385051,12.688419,-4.367958,-3.056743,7.978174
Killed by Death _by_ Motorhead,3.8271894,0.36334977,3.0938566,-5.015454,-4.633497,-2.282981,11.89615,-4.888782,-2.6596162,7.5632424
King of Kings (Triple H) _by_ WWE,1.962154,-2.818313,2.974834,-1.2896328,0.051458504,-1.4448681,8.404561,0.19988044,-2.172268,3.6811383
L'enfant sauvage _by_ Gojir,1.5292835,-3.8644345,4.076346,1.4896305,0.93224126,-3.1020007,11.626409,2.746624,-2.9956145,5.0091147
Lack of Comprehension _by_ Death,2.604567,-4.3971305,3.0802839,0.752469,0.33861044,-4.7723413,13.799101,-1.5839826,-1.3279682,8.335871
Living After Midnight _by_ Judas Priest,3.1732807,-1.0898525,3.1045144,-1.9542315,-4.882301,-1.8930947,10.511245,-2.4754853,-1.2699597,5.21522
Lux aeterna _by_ Metallic,-0.7738849,-6.1737227,7.899985,6.613057,5.1482177,-5.6651926,15.417404,7.0546527,-3.369056,3.7387013
Master of Puppets (Remastered) _by_ Metallic,2.675478,-2.6900456,2.6574612,-1.901449,-0.0031744274,-2.930403,9.635364,-3.004591,-1.4315915,6.1684136
Night Crawler _by_ Judas Priest,1.6710594,-3.3210986,5.4384756,-0.02281028,-1.6019976,-4.507879,13.746274,-0.6479229,-2.148032,7.1063313
Night Witches _by_ Sabaton,3.1835566,-3.8287394,3.9526353,0.73651785,-1.241011,-4.151671,12.044472,-0.30986133,-1.2217286,6.385011
Nightmare _by_ Avenged Sevenfold,1.4411271,-6.26753,3.9303348,1.574184,1.3083794,-2.6992002,13.106553,1.7534722,-1.3838906,5.8094897
No Surrender _by_ Judas Priest,2.1415577,-3.7174795,3.0475428,-1.8443449,-2.7200313,-2.0725617,10.9438305,-0.57250065,-0.72660875,6.3140144
Nobody _by_ Avenged Sevenfold,2.6859183,-4.521568,2.7803512,1.5890388,0.71099234,-2.3357058,10.755002,0.5130011,-1.4558415,4.0205607
Nothing Else Matters (Remastered) _by_ Metallic,0.8770596,-3.6650162,2.7898536,2.495328,2.9056249,-0.78090495,7.2380676,2.7833452,-2.54805,3.0886018
Obolus _by_ Horrendous,1.6847131,-3.0166996,3.0524728,-1.0354125,-1.0013224,-2.7679756,10.643717,-0.94683594,-1.292561,5.421455
One (Remastered) _by_ Metallic,1.6207929,-5.0785604,2.9480715,2.8445592,2.9803915,-2.2825696,10.898442,0.14173327,0.5403767,4.2020793
Our Time Is Now _by_ Gojir,1.0780822,-3.7119236,4.7588177,1.0305133,-0.9808509,-3.3742623,10.9868,0.48906586,-1.5638164,5.665657
Overkill _by_ Motorhead,0.6267559,-3.7608259,4.682882,1.3313875,-0.3383895,-2.5701756,10.89006,0.7862955,-1.4614482,5.203938
Painkiller _by_ Death,2.8337271,-4.1455474,6.447955,1.91542,0.7205747,-5.7161665,17.331518,0.24898534,-4.1521163,9.074849
Painkiller _by_ Judas Priest,4.113849,-4.360269,1.8489239,1.4215956,-3.228716,-5.800436,16.924921,-0.97427124,0.04692691,9.465479
Prescience _by_ Horrendous,1.911258,7.5466943,-9.430681,1.5123717,4.8783445,7.068911,14.236024,-0.27695426,-2.7023165,4.6860976
Primo Victoria _by_ Sabaton,0.577442,-3.1797736,3.3502471,1.2899944,0.64664567,-1.3256792,7.5953875,0.36603132,-1.0810028,3.264975
Pull the Plug _by_ Death,3.4668553,-2.964344,4.405257,-2.246159,-2.539321,-5.031458,13.815793,-2.9720879,-1.4084492,9.517899
Put Your Back Into The Oar _by_ Amon Amarth,2.762967,-3.2289412,3.9343333,-1.1186247,-1.4748417,-2.2692919,8.085083,-1.3152465,-2.914613,7.139917
Raise Your Horns _by_ Amon Amarth,3.4269276,-4.315871,4.9419975,0.26662034,-0.13893342,-3.178784,11.3249445,-1.5107473,-2.56132,6.1316113
Raven's Flight _by_ Amon Amarth,1.4319274,-3.995831,5.554949,0.961013,0.15144277,-5.705762,13.798639,1.6189586,-2.6044471,5.1032534
Rock Out _by_ Motorhead,3.188405,-1.3501107,4.930857,-2.7177079,-2.7533305,-3.5464728,12.704289,-2.462687,-3.904965,8.134858
Run to the Hills - 2015 Remaster _by_ Iron Maiden,3.7740178,-0.36966863,4.4805803,-3.5187352,-5.0811486,-3.0687933,9.874648,-1.2281647,-3.5897558,6.0438323
Scavenger of Human Sorrow _by_ Death,3.4970798,-4.907352,6.4780054,6.87113,3.9367795,-5.9864016,17.853018,0.6870665,-3.777839,9.220085
Shepherd of Fire _by_ Avenged Sevenfold,2.3624926,-2.517624,2.8050866,-0.6431672,-2.075032,-2.3027375,10.788474,-2.4629278,-1.0750875,5.993736
Shield Wall _by_ Amon Amarth,1.3808777,-4.025292,5.4412804,1.991375,0.79321104,-4.748334,10.451109,1.8011233,-2.6986053,4.518372
Siderea _by_ Horrendous,3.1317866,-3.067303,1.0374264,0.045313537,1.0161631,-1.141504,8.077677,-2.0025384,-0.8649884,2.8572268
Silvera _by_ Gojir,0.8074332,-4.6931987,4.060308,2.4776967,-0.18838388,-2.344256,10.742011,2.7555375,-1.2320709,4.7962017
Soldier of Heaven _by_ Sabaton,1.5731988,-3.7026784,3.1207712,1.4140124,-0.05845583,-1.1423773,7.3785934,1.5506691,-1.1645025,3.415058
Soothsayer _by_ Horrendous,1.380896,-3.053662,2.5158598,-0.41441458,-0.2752762,-3.184216,11.187131,-0.4331963,-1.0551374,4.4343905
Spirit Crusher _by_ Death,3.8887339,-4.662638,5.63766,2.1184146,0.06259227,-4.8746014,15.401097,-1.1293626,-3.2763712,9.3144
Stormtroopers _by_ Sabaton,2.3277237,-4.6898074,3.890615,1.6172097,-3.6461835,-1.9506241,11.106404,1.6439434,-1.1671066,4.679385
Stranded _by_ Gojir,0.25121284,-4.2150846,3.9714766,2.2165084,1.9119221,-2.2719812,9.837402,2.7553363,-2.1844518,4.2097692
Symbolic _by_ Death,2.128878,-3.9804327,4.443563,-0.57107884,-0.92124,-5.416973,14.617356,-0.26872435,-1.6897981,7.3651233
The art of dying _by_ Gojir,1.1106734,-4.8959394,5.8637857,2.6099083,0.0828833,-2.777163,12.283662,1.0341982,-1.5483854,6.3135443
The Attack of the Dead Men _by_ Sabaton,-0.14550602,-4.3404307,3.173864,1.7432089,1.6985005,-1.2892941,8.627319,3.6418867,-0.93203014,2.6295307
The Game (Triple H) _by_ WWE,2.6042945,-2.6146789,4.455168,-1.6465125,-2.0877755,-3.582053,12.104934,-1.4456555,-2.4841042,6.7995996
The Heaviest Matter of the Universe _by_ Gojir,2.364359,-4.6082616,5.9470663,4.493966,-0.4325446,-4.409219,13.86088,1.3539155,-2.6318305,7.941276
The Idolater _by_ Horrendous,2.276157,-2.7249603,3.6157432,-0.92922074,-1.3085063,-3.3883057,10.888215,-1.3992349,-2.0379884,6.146088
The Last Stand _by_ Sabaton,3.5313592,-3.0569997,2.8523488,-0.07586986,-2.1214516,-1.7750438,10.719558,-2.3383236,-1.2342169,5.7532916
The Number of the Beast - 2015 Remaster _by_ Iron Maiden,3.161308,-0.027253058,3.453507,-3.0945034,-3.6776533,-1.9104258,7.480438,-2.2584271,-2.2436798,5.4193296
The Philosopher _by_ Death,3.8262987,-3.441264,3.2033021,-3.3373344,-2.3940787,-2.3021002,13.067895,-3.2398446,-1.1837829,6.658819
The Pursuit Of Vikings _by_ Amon Amarth,2.4830499,-3.2333434,6.9311547,5.46102,0.82833534,-5.8790894,15.902383,1.1784314,-3.481682,7.3717246
The Stranger _by_ Horrendous,-0.9353934,-4.5274415,4.6009426,2.070666,2.0600257,-2.0566092,9.820002,3.222733,-0.52922195,2.162296
The Trooper - 2015 Remaster _by_ Iron Maiden,2.9823465,-3.3338706,0.9891451,0.4754104,-1.8786813,-1.8232266,10.041059,0.9339604,-0.27393842,3.3800838
The Unforgiven (Remastered) _by_ Metallic,0.94750303,-4.037795,2.2667181,-0.3340853,0.58050823,-1.3418552,9.446835,0.9576892,-0.84115595,3.1685774
The Unkillable Soldier _by_ Sabaton,1.6142174,-3.0774133,4.9681225,-1.0612247,-1.1797471,-1.8234905,9.432546,-0.27695498,-2.0483518,4.7001534
The Vermillion _by_ Horrendous,1.4800313,1.7029794,3.8531456,0.18991083,-3.5595663,-3.2729044,14.802693,2.042662,-0.391679,2.756767
Threnody _by_ Horrendous,4.3178244,0.8609892,2.6209204,5.0194664,-1.1927414,3.3802238,11.524609,0.5925662,-4.3912463,5.337571
To Hell and Back _by_ Sabaton,2.177701,-4.160123,6.766889,0.035785377,-0.33411968,-3.4939876,12.267367,1.5710918,-3.0352266,5.436743
Turbo Lover - Remastered _by_ Judas Priest,3.7024376,-3.1878505,2.327814,-1.1741912,-4.2286477,-2.3405604,10.779546,-1.7835778,-0.8548401,6.26153
Twilight Of The Thunder God _by_ Amon Amarth,2.3188825,-5.749096,5.4733996,0.41480726,-2.5666628,-5.7490554,13.011716,2.2969756,-1.1241996,7.642495
Unholy Confessions _by_ Avenged Sevenfold,3.2424934,-3.1750352,5.60144,-3.525029,-3.4251084,-1.1815368,11.992599,-1.8792843,-3.3222086,7.1052933
Voice of the Soul _by_ Death,4.045348,-2.7205489,4.2555532,-2.0636306,-2.2171745,-4.0781507,14.458848,-4.1369658,-1.4239044,8.391539
War of the Gods _by_ Amon Amarth,3.9106255,-5.447396,3.9800062,0.73896784,-0.742549,-5.043462,13.024097,-0.34216067,-2.0142078,7.5006967
Wasted Years - 2015 Remaster _by_ Iron Maiden,2.9026628,-4.8715806,3.060635,0.45202178,-0.6533088,-2.6838171,12.625161,1.4787006,-3.0931718,6.587315
Wasting Love - 2015 Remaster _by_ Iron Maiden,2.4485993,-3.3830395,3.110877,0.21852487,-1.6879487,-0.70533174,9.60011,0.9137178,-1.1194332,2.8616557
Welcome to the Family _by_ Avenged Sevenfold,2.4582694,-3.1557438,1.8801804,-1.2531841,-0.26494658,-4.7881274,14.159612,-1.3961903,-0.7552728,6.2288218
Whiskey In The Jar _by_ Metallic,0.37408423,-3.9124026,5.1893187,2.3465571,2.3193018,-1.9479016,9.716942,1.9714149,-2.0375059,3.4297209
You've Got Another Thing Coming _by_ Judas Priest,3.5294075,-0.22525659,3.6836605,-4.909682,-4.3140306,-1.7968806,11.130847,-3.9290152,-3.0856411,7.711728
Baby One More Time _by_ Britney Spears,1.0712618,-7.922318,5.386855,5.0612407,1.5949984,0.8481299,0.670986,11.18037,1.6884284,3.2465065
34+35 _by_ Ariana Grande,0.68088967,-6.14373,4.0487986,10.189013,5.514131,-0.14615375,-0.42496842,9.126918,3.2297208,1.3575631
7 rings _by_ Ariana Grande,-0.5463821,-5.950923,1.9395117,7.617965,9.740633,0.27857387,-1.7787458,14.88481,2.0949433,2.4172862
Adore You _by_ Harry Styles,-0.10346598,-5.9148602,3.8444214,6.013594,3.636682,-0.10741813,1.5766828,10.129298,2.0942454,-0.591602
As It Was _by_ Harry Styles,-4.024427,-7.0788774,9.697318,8.069656,8.5468235,-2.1111026,2.084716,13.041901,3.509424,-0.18749683
Attention _by_ Charlie Puth,-0.9589352,-4.4000154,1.4375486,3.0355868,6.918997,1.6167632,0.38338608,14.24594,-1.5257676,2.495918
Bad Habits _by_ Ed Sheeran,-1.5479634,-7.705419,2.421776,6.2379375,8.100172,0.76344985,0.26403934,13.606132,1.1088413,1.4789549
Bam Bam (feat. Ed Sheeran) _by_ Camila Cabello,-1.753507,-5.8067975,2.8966126,5.632015,5.426816,3.8329246,-1.5169562,9.790286,2.3964336,-1.0076784
Boss Bitch _by_ Doja Cat,-3.7525032,-8.922494,8.40179,6.5712585,7.4096212,-0.4448157,5.174638,14.183792,0.75277025,-0.58328456
Buzzcut Season _by_ Lorde,3.4579096,4.6583867,1.9155678,-0.5295604,5.3982496,1.6512654,5.4829946,20.568552,3.5395124,-3.875073
Celestial _by_ Ed Sheeran,3.7215078,-1.3934828,4.367093,4.131554,-0.119316995,0.09849792,1.2935889,0.04297022,-0.6685436,3.6973348
Cheating on You _by_ Charlie Puth,-2.8369613,-5.149575,0.013377215,4.7921443,8.405189,2.1053882,-1.7640371,14.9213505,3.7901962,1.5806947
Circus _by_ Britney Spears,-3.29319,-5.171448,4.1725683,4.9926143,6.8695855,-0.16126567,1.813729,12.231475,3.7783172,-0.15036051
Criminal _by_ Britney Spears,-3.082824,-6.922481,6.0963345,5.7224536,6.5792017,-0.6214536,0.83319336,14.519893,3.2519805,-2.623663
Dancing With A Stranger (with Normani) _by_ Sam Smith,-0.47671264,-6.760031,5.806342,9.435349,8.891241,-1.1247958,1.3921149,13.2927885,2.3405707,-1.9157788
Diamonds _by_ Rihann,-1.4351037,-6.2410073,5.7242136,10.083368,6.200495,-0.101330526,3.7108555,9.301601,0.17051737,0.41030604
Die For You (with Ariana Grande) - Remix _by_ The Weeknd,-1.0990798,-4.19647,2.875894,5.2104053,5.130454,2.7417896,-0.7784088,9.765652,1.2384853,-0.30151886
Eyes Closed _by_ Ed Sheeran,-0.74763566,-5.6521173,3.0778928,5.017392,6.2443495,2.0144258,0.035614535,10.172616,0.6092812,0.3009916
Falling _by_ Harry Styles,2.6856635,-1.6217424,3.8802264,6.6433096,6.036886,2.6545084,-5.0371675,12.8186865,0.038122706,-1.8469334
Fire On Fire _by_ Sam Smith,1.6385982,-4.806783,3.6737106,4.048251,3.153871,0.09251671,1.6237545,8.093055,0.213567,0.15300496
Gimme More _by_ Britney Spears,-2.8974836,-9.443994,13.609052,9.772239,9.296618,-4.151415,8.143613,21.71403,-1.4783905,-2.330888
Golden _by_ Harry Styles,1.8910725,-5.2281303,7.084967,4.97348,4.3024426,-0.97536474,1.9857528,4.257172,-0.78477806,4.213412
Green Light _by_ Lorde,0.2845481,-5.154997,9.633169,10.576734,4.96271,-4.4742503,5.633573,8.472797,2.6185048,5.203136
Grenade _by_ Bruno Mars,-1.8019501,-4.6515536,4.3826904,3.8538585,5.4503474,1.9058145,1.9137516,9.769511,0.009281448,-0.16156141
Hold Me Closer _by_ Elton John,-0.15647656,-5.233153,2.2209883,2.1816642,3.739788,-0.043372456,1.4222722,7.8903127,1.8903505,2.5072033
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX _by_ Lorde",-1.2475972,-6.364797,6.8386865,9.210122,12.036465,-2.4280922,3.0075674,15.654095,0.16397874,-3.8977041
How Do You Sleep _by_ Sam Smith,2.0640922,-7.4209914,4.994205,3.5217404,-0.0848456,-0.5593818,1.9287663,12.048121,2.1829226,3.6393816
I Don't Care (with Justin Bieber) _by_ Ed Sheeran,-4.1094646,-9.336784,7.902237,10.127796,11.435823,-1.9405483,2.3522892,16.925707,3.0073268,-1.0643407
I Like You (A Happier Song) (with Doja Cat) _by_ Post Malone,-1.1534246,-6.2253633,7.829849,9.756935,8.165548,-2.87944,3.3729236,15.097035,0.53464276,-3.3922977
I'm a Slave 4 U _by_ Britney Spears,-0.642948,-4.6296597,3.8362346,7.844816,5.1468134,-0.80047446,-0.8206518,11.407432,4.012379,0.87188727
I'm Not Here To Make Friends _by_ Sam Smith,1.4808547,-4.120233,-0.4256743,7.263066,2.095212,-0.6146434,1.9837188,4.9998984,0.94729596,2.9731908
I'm Not The Only One _by_ Sam Smith,0.6174502,-2.2261884,2.4849865,0.10294765,1.7658808,2.7488809,-0.8318577,7.0345488,0.32157755,0.89117914
If U Seek Amy _by_ Britney Spears,-2.6062639,-5.90311,4.311443,5.1517777,5.608176,1.5085124,3.1725106,9.031183,0.86283296,-0.031150987
In Your eyes (Remix) _by_ The Weeknd,-0.97115797,-6.8612714,6.2611475,5.6419773,5.907091,-0.3678937,3.5592704,10.359412,0.80684966,-0.16084664
Into You _by_ Ariana Grande,-1.0231712,-6.735172,6.482254,10.492365,6.1591606,0.010691103,5.78506,8.527799,-0.81297964,-0.43626064
Just the Way You Are _by_ Bruno Mars,-1.4526379,-5.3155,5.456584,3.160005,6.437413,3.9880965,-1.5305173,6.6210694,1.5444113,0.3835097
Kill Bill (feat. Doja Cat) _by_ SZA,-1.1052938,-3.010937,2.2699742,2.2620962,1.9228164,1.7987877,1.5443941,7.668485,1.5360613,1.707349
Kiss Me More (feat. SZA) _by_ Doja Cat,-1.9798131,-12.706047,7.713594,13.743023,13.5205765,0.870475,-0.9370963,16.932405,1.7193761,-0.3642289
Late Night Talking _by_ Harry Styles,-0.094127245,-5.2308807,2.8655453,2.7330942,4.2630777,0.5588935,2.265234,8.691533,0.43036216,1.1201535
Leave The Door Open _by_ Bruno Mars,0.83184034,-3.2141953,0.68336326,0.912486,1.8638437,1.8322967,-1.9834346,7.256794,1.1162378,2.111182
Left and Right (Feat. Jung Kook of BTS) _by_ Charlie Puth,-0.27436453,-2.5195363,-0.6904752,2.0781112,4.1057887,1.7102281,0.40241587,10.375259,0.6160119,2.4064233
Liability _by_ Lorde,6.7598476,2.217367,1.56305,0.83272684,4.28215,7.3734565,-2.148579,0.28487572,1.2963216,0.92095834
Lift Me Up - From Black Panther Wakanda Forever - Music From and Inspired By _by_ Rihann,2.021825,-0.93506587,3.5090606,2.1811998,2.1445642,3.2363043,-2.361633,9.197563,-1.1366313,-0.5227601
Light Switch _by_ Charlie Puth,-2.4637585,-5.935311,4.5384374,5.3654046,6.8023996,-0.6072808,-0.0745513,13.8930025,5.0947995,-2.8001566
Like I Can _by_ Sam Smith,0.27916437,-8.639079,3.235764,4.966837,3.085463,0.78080195,1.323822,12.471092,-0.5802637,4.39181
Locked out of Heaven _by_ Bruno Mars,-0.44901985,-5.4672766,4.710843,3.2767107,3.1037679,-1.1547657,4.4331303,7.639969,-0.09205849,3.2611783
Love Me Harder _by_ Ariana Grande,-2.4171183,-6.369969,5.946724,6.718508,7.093033,-0.15119871,4.457402,10.745005,-0.74106663,-0.4140541
Love On The Brain _by_ Rihann,1.1593881,-4.996518,3.9646091,4.1491055,2.9204636,-0.8875075,1.5809953,10.390044,2.3739593,1.255433
Marry You _by_ Bruno Mars,-0.66016775,-4.792484,4.114899,3.079403,5.084839,0.8722214,3.9088688,8.108968,-1.8703358,1.2014836
Marvin Gaye (feat. Meghan Trainor) _by_ Charlie Puth,-0.5801007,-4.644645,2.496576,2.5075474,3.511558,3.3643332,-2.0576699,9.049802,2.802839,1.931909
Matilda _by_ Harry Styles,5.1457357,2.391298,-3.4436855,0.7687064,3.1141984,4.3455324,4.543506,10.791208,-2.613673,1.3872076
Music For a Sushi Restaurant _by_ Harry Styles,0.12884766,-3.8347313,5.746475,4.6762905,2.3775802,0.80093557,2.4122744,8.408671,-2.1037729,1.3575531
Need to Know _by_ Doja Cat,-1.2517039,-7.6289926,6.2785826,7.925732,8.274827,-0.3657162,2.7429035,12.88082,-1.2585322,-0.76620525
Needed Me _by_ Rihann,-2.5126858,-5.8493333,5.5547905,8.272423,8.592271,-0.93661475,2.081356,12.417542,2.5516,-3.8288157
One Call Away _by_ Charlie Puth,0.8349281,-3.5521631,0.4757115,3.586101,2.13966,2.1226656,-0.34565514,8.093541,-1.1406322,2.8992345
One Last Time _by_ Ariana Grande,-1.5347182,-5.2854195,5.81262,5.766628,4.3400965,1.155573,3.2814538,8.816584,-1.4832298,0.91713053
Only Girl (In The World) _by_ Rihann,-1.1310863,-7.424217,2.9103365,7.600902,4.9258184,-0.7137129,2.2363348,11.216334,2.9720955,3.9822373
Oops!...I Did It Again _by_ Britney Spears,-0.35354513,-6.7509937,4.3908186,4.854512,1.264993,1.5616659,3.111948,10.756465,1.7260147,-0.12334984
Perfect Places _by_ Lorde,-2.715706,-6.748626,7.2024255,7.3309245,8.694847,-0.40406126,5.263927,11.56256,-1.2327479,-1.3064691
Perfect _by_ Ed Sheeran,-0.44399565,-6.552127,3.150046,2.850431,2.2086658,0.4956228,1.8295043,9.905276,2.069633,2.7060056
Photograph _by_ Ed Sheeran,1.895962,-3.711243,0.81841207,1.4202425,3.5943632,0.8136423,1.3383155,8.191365,-0.7371207,0.63090235
positions _by_ Ariana Grande,-2.0797894,-10.591716,9.510342,12.899979,12.525583,-1.0212036,-0.18600698,18.060076,0.8105567,-2.084816
Promises (with Sam Smith) _by_ Calvin Harris,-3.4660633,-8.010726,1.8904111,8.022493,9.057272,0.43551713,2.9396558,14.306608,1.6283629,1.4417843
Ribs _by_ Lorde,1.0879583,-4.3316064,2.433379,4.045673,1.4306815,-2.8717523,4.1993184,10.920804,0.53217703,2.4062765
Royals _by_ Lorde,-1.838526,-5.181079,5.449417,6.709934,11.490158,1.7150391,2.9205728,16.245104,4.882147,-2.5159466
S&M _by_ Rihann,-3.0864635,-7.6163335,4.7281513,5.042212,3.1851432,0.65623444,3.235725,9.222802,3.0646303,3.2047083
Satellite _by_ Harry Styles,1.2070525,-5.0446887,-0.39281318,0.7710504,4.34144,-0.26320344,1.2610368,9.277657,0.3402899,2.5648081
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track _by_ The Weeknd,-1.4015899,-6.529904,5.176692,6.232791,5.198326,-0.9844834,3.9590387,8.799336,0.8478722,2.1972558
See You Again (feat. Charlie Puth) _by_ Wiz Khalif,-2.2909794,-3.6932013,3.6282506,5.21449,9.470221,-1.0419005,0.011270808,11.569715,4.2078,-3.8725028
Shape of You _by_ Ed Sheeran,2.1137679,-3.9584825,3.4436727,4.195406,4.829889,1.6591319,-2.6105468,9.129858,-0.2690248,0.5409563
Shivers _by_ Ed Sheeran,-2.9687526,-9.948672,9.751377,10.8194,12.179724,-2.1846218,3.8980389,17.215359,-0.10619325,-0.24578397
